"MLS No","Status","Address","Unit","DOM","City","LP","SP","BT","SqFt","BR","Bth","PB","Gar","GarSp","YrBlt","HOA Fee","Freq","Closing Date","Age","Area","Zip"
"SF493706","SLD","2039 47th Avenue",,"16","SANFRCISCO","$1,195,000","$1,500,000","DE","1457","3","2","0",,,"1955",,,"2/26/2020",,"SF District 2","94116 1048"
"SF480410","SLD","864 Portola Drive",,"55","SANFRCISCO","$1,195,000","$1,250,000","DE","1487","3","1","0",,,"1949",,,"3/26/2019",,"SF District 4","94127"
"SF480472","SLD","1700 Great Highway",,"11","SANFRCISCO","$1,195,000","$1,605,000","DE",,"2","1","0",,,,,,"2/28/2019",,"SF District 2","94122"
"SF495186","SLD","35 Coventry Court",,"7","SANFRCISCO","$1,195,000","$1,535,000","DE","1254","3","2","0",,,"1959",,,"3/4/2020",,"SF District 4","94127"
"SF490520","SLD","151 Beaver Street","A","13","SANFRCISCO","$1,195,000","$1,180,000","CO","930","2","1","0",,,"1906","301",,"10/29/2019",,"SF District 5","94114"
"SF504470","SLD","2015 31st Avenue",,"13","SANFRCISCO","$1,195,000","$1,395,000","DE","1357","2","1","0",,,"1945",,,"10/5/2020",,"SF District 2","94116"
"SF480362","SLD","1650 Broadway","406","84","SANFRCISCO","$1,195,000","$1,175,000","CO",,"1","2","0",,,"2016","990","M","5/17/2019",,"SF District 7","94109"
"SF482629","SLD","446 Nevada Street",,"29","SANFRCISCO","$1,195,000","$1,225,000","DE","0","2","2","0",,"0","1921",,,"5/7/2019","100","SF District 9","94110"
"SF498862","SLD","602 Clarendon Avenue",,"12","SANFRCISCO","$1,195,000","$1,215,000","TH","1534","2","2","1",,,"1977","781",,"7/13/2020",,"SF District 4","94131"
"SF481287","SLD","1718 38th Avenue",,"13","SANFRCISCO","$1,195,000","$1,300,000","DE","1350","2","1","0",,"0","1946",,,"3/22/2019","75","SF District 2","94122 4146"
"SF489438","SLD","1340 Utah Street",,"54","SANFRCISCO","$1,195,000","$1,200,000","CO",,"2","1","0",,,"1900",,,"11/1/2019",,"SF District 9","94110 3535"
"SF507136","SLD","212 Dorland Street",,"17","SANFRCISCO","$1,195,000","$1,295,000","CO","1103","2","1","0",,,"1910","433","M","11/4/2020",,"SF District 5","94114"
"SF487155","SLD","1969 San Jose Avenue",,"54","SANFRCISCO","$1,195,000","$1,500,000","DU","1873","3","2","0",,,"1919",,,"10/3/2019",,"SF District 10","94112"
"SF496113","SLD","85 Miguel Street",,"24","SANFRCISCO","$1,195,000","$1,300,000","CO","1055","1","2","0",,"0","1939","200",,"4/10/2020","82","SF District 5","94131"
"SF508739","SLD","815 Tennessee Street","304","39","SANFRCISCO","$1,195,000","$1,170,000","CO","906","2","2","0",,,"2018","711",,"12/4/2020",,"SF District 9","94107"
"SF480526","SLD","1702 Fell Street","2","24","SANFRCISCO","$1,195,000","$1,455,000","CO","1373","2","2","0",,,"1989","395",,"3/22/2019",,"SF District 6","94117"
"SF483985","SLD","401 Harrison","38G","121","SANFRCISCO","$1,195,000","$1,195,000","CO","759","1","1","0",,"0","2014","1,157","M","9/19/2019","7","SF District 9","94105"
"SF421558293","SLD","1747 33rd Avenue",,"7","SANFRCISCO","$1,195,000","$1,897,436","DE","1555","2","1","0",,"0","1940",,,"6/23/2021","81","SF District 2","94122"
"SF498143","SLD","461 2nd Street","461T","40","SANFRCISCO","$1,195,000","$1,100,000","CO","1789","1","2","0",,,"1907","900","M","7/10/2020",,"SF District 9","94107"
"SF483727","SLD","264 5th Avenue",,"92","SANFRCISCO","$1,195,000","$1,225,000","CO","1378","3","2","0",,,"1988","150","M","7/29/2019",,"SF District 1","94118"
"SF506289","SLD","94 Lapidge Street",,"39","SANFRCISCO","$1,195,000","$1,172,125","DE","1000","2","1","0",,,"1924","240",,"11/13/2020",,"SF District 5","94110"
"SF495515","SLD","2198 Fell Street","1","12","SANFRCISCO","$1,195,000","$1,585,000","CO","1220","2","2","0",,,"2000","532","M","3/31/2020",,"SF District 6","94117"
"SF478336","SLD","630 9th Avenue",,"40","SANFRCISCO","$1,195,000","$1,200,000","DE","1255","3","2","0",,,"1913",,,"1/3/2019",,"SF District 1","94118"
"SF491071","SLD","69 Collingwood Street",,"17","SANFRCISCO","$1,195,000","$1,285,000","CO","1340","1","1","0",,,"1925",,"M","11/18/2019",,"SF District 5","94114"
"SF483890","SLD","1542 26th Avenue",,"9","SANFRCISCO","$1,195,000","$1,500,000","DE","1640","2","1","0",,,"1932",,,"5/10/2019",,"SF District 2","94122 3218"
"SF499110","SLD","2459 Lombard Street",,"28","SANFRCISCO","$1,195,000","$1,050,000","DE",,"1","1","1",,,"1914","169","M","8/11/2020",,"SF District 7","94123"
"SF484746","SLD","1465 Sloat Boulevard",,"47","SANFRCISCO","$1,195,000","$1,665,000","DE","1498","2","1","1",,,"1950",,,"7/2/2019",,"SF District 3","94132"
"SF421518027","SLD","54 Landers Street",,"15","SANFRCISCO","$1,195,000","$1,300,000","CO","978","1","1","0",,"0","1902",,,"2/26/2021","119","SF District 5","94114"
"SF480535","SLD","30 Camellia Avenue",,"13","SANFRCISCO","$1,195,000","$1,310,000","DE","1258","2","2","0",,,"1928",,,"2/26/2019",,"SF District 10","94112"
"SF512221","SLD","2457 Lombard Street","A","68","SANFRCISCO","$1,195,000","$1,290,000","DE","1501","4","3","1",,"0",,"347","M","4/5/2021",,"SF District 7","94123"
"SF504352","SLD","1534 Baker Street",,"5","SANFRCISCO","$1,195,000","$1,450,000","DE",,"1","1","0",,,"1900",,,"9/10/2020",,"SF District 6","94115"
"SF421525827","SLD","1835 19th Avenue","A","11","SANFRCISCO","$1,195,000","$1,288,000","CO","1483","3","2","0",,"0","2005",,,"4/20/2021","16","SF District 2","94122"
"SF482817","SLD","194 Noe Street",,"0","SANFRCISCO","$1,195,000","$1,235,000","CO","1290","2","1","0",,,"1902","405",,"4/25/2019",,"SF District 5","94114"
"SF421556256","SLD","300 Beale Street","305","14","SANFRCISCO","$1,195,000","$1,150,000","CO","1145","1","1","0",,"0","1937","831","M","8/27/2021","84","SF District 9","94105"
"SF489782","SLD","4000 Moraga Street",,"14","SANFRCISCO","$1,195,000","$1,460,000","DE","1259","3","2","0",,,"1941",,,"10/25/2019",,"SF District 2","94122"
"SF421545021","SLD","318 Victoria",,"11","SANFRCISCO","$1,195,000","$1,425,000","DE","1450","3","1","1",,"0",,,,"6/10/2021",,"SF District 3","94132"
"SF515147","SLD","254 Jules Avenue",,"32","SANFRCISCO","$1,195,000","$1,140,000","DE","950","3","1","0",,"0","1922",,,"3/10/2021","99","SF District 3","94112"
"SF421553417","SLD","1638 44th Avenue",,"4","SANFRCISCO","$1,195,000","$1,600,000","DU","1195","2","1","0",,"0","1940",,,"6/21/2021","81","SF District 2","94122 2933"
"SF486265","SLD","1452 Bush Street","7","33","SANFRCISCO","$1,195,000","$1,288,000","CO","1208","2","2","1",,,"2004","608","M","8/13/2019",,"SF District 8","94109"
"SF421579606","SLD","29 Harold Avenue",,"33","SANFRCISCO","$1,195,000","$1,400,000","DU","1622","2","1","1",,"0","1910",,,"9/17/2021","111","SF District 3","94112"
"SF421557781","SLD","537 Moultrie Street",,"12","SANFRCISCO","$1,195,000","$1,877,000","DE","1200","2","2","1",,"0","1926",,,"6/24/2021","95","SF District 9","94110 6031"
"SF486962","SLD","3031 Octavia Street",,"9","SANFRCISCO","$1,195,000","$1,400,000","CO","1069","3","1","0",,,"1906","322","M","8/1/2019",,"SF District 7","94123"
"SF492020","SLD","3190 Scott Street","307","20","SANFRCISCO","$1,195,000","$1,500,000","CO","1100","2","2","0",,,"2010","601","M","12/16/2019",,"SF District 7","94123 3398"
"SF421582327","SLD","3724 Moraga Street",,"12","SANFRCISCO","$1,195,000","$1,450,000","DU","1069","3","2","0",,"0","1941",,,"9/13/2021","80","SF District 2","94122"
"SF488664","SLD","345 10th Avenue",,"7","SANFRCISCO","$1,195,000","$1,510,000","DE",,"2","1","0",,,"1900",,,"10/7/2019",,"SF District 1","94118"
"SF421583090","SLD","1501 greenwich Street","204","41","SANFRCISCO","$1,195,000","$1,220,000","CO","953","2","2","0",,"0","2008","820","M","9/23/2021","13","SF District 7","94123"
"SF488099","SLD","2068 3rd Street","11","14","SANFRCISCO","$1,195,000","$1,325,000","CO","1515","2","2","1",,,"1999","564","M","10/11/2019",,"SF District 9","94107"
"SF489503","SLD","109 Duncan Street",,"31","SANFRCISCO","$1,195,000","$1,325,000","CO","1092","2","1","1",,,"1900","200","M","11/6/2019",,"SF District 5","94110"
"SF482973","SLD","219 Marietta Drive",,"11","SANFRCISCO","$1,195,000","$1,500,000","DU","1247","3","2","0",,,"1960",,,"5/7/2019",,"SF District 4","94127"
"SF493454","SLD","1476 Guerrero Street",,"11","SANFRCISCO","$1,195,000","$1,507,000","CO","1225","2","1","1",,,"1900","150",,"2/7/2020",,"SF District 5","94110"
"SF421542494","SLD","1150 Treat Avenue",,"14","SANFRCISCO","$1,195,000","$1,300,000","CO","1090","2","1","1",,"0","1900","350","M","8/6/2021","121","SF District 9","94110"
"SF489104","SLD","66 Pleasant Street",,"12","SANFRCISCO","$1,195,000","$1,350,000","CO","1159","2","2","0",,,"1908","299","M","10/4/2019",,"SF District 8","94108 1913"
"SF514196","SLD","568 Peralta Avenue",,"25","SANFRCISCO","$1,195,000","$1,615,000","DU","0","3","2","0",,"0","1950",,,"3/17/2021","71","SF District 9","94110"
"SF421516661","SLD","1725 Noe Street",,"10","SANFRCISCO","$1,195,000","$1,385,000","CO","1081","2","1","0",,"0","1900","325","M","3/24/2021","121","SF District 5","94131 2736"
"SF421517206","SLD","167 7th Avenue",,"10","SANFRCISCO","$1,195,000","$1,650,000","CO","1365","3","1","1",,"0","1908",,,"4/9/2021","113","SF District 1","94118 1206"
"SF421589931","SLD","678 6th Avenue",,"10","SANFRCISCO","$1,195,000","$1,505,000","CO","1200","2","1","1",,"0","1908","228","M","9/27/2021","113","SF District 1","94118"
"SF479430","SLD","1855 Sacramento Street","8","45","SANFRCISCO","$1,195,000","$1,200,000","CO","1456","2","1","1",,,"1916","523","M","1/29/2019",,"SF District 7","94109"
"SF499512","SLD","130 Baden Street",,"11","SANFRCISCO","$1,195,000","$1,475,000","DE",,"2","1","0",,,"1939",,,"7/17/2020",,"SF District 4","94131"
"SF482813","SLD","1067 Natoma Street",,"11","SANFRCISCO","$1,195,000","$1,500,000","CO","1604","3","2","0",,,"1906","200",,"5/21/2019",,"SF District 9","94103"
"SF486266","SLD","88 Los Palmos Drive",,"14","SANFRCISCO","$1,195,000","$1,450,000","DE","1260","3","2","0",,,"1956",,,"7/17/2019",,"SF District 4","94127 2310"
"SF481020","SLD","664 45th Avenue",,"10","SANFRCISCO","$1,195,000","$1,400,000","DE","1200","2","2","0",,,"1915",,,"3/12/2019",,"SF District 1","94121"
"SF484350","SLD","116 Day Street","A","15","SANFRCISCO","$1,195,000","$1,360,000","CO","1053","2","1","0",,,,"250","M","6/7/2019",,"SF District 5","94131 2405"
"SF513413","SLD","330 South Van Ness Avenue","A","38","SANFRCISCO","$1,195,000","$1,200,000","CO","0","3","2","0",,"0",,"345","M","4/9/2021",,"SF District 9","94103"
"SF421535331","SLD","2263 Fulton Street",,"12","SANFRCISCO","$1,195,000","$1,583,000","CO","1302","2","1","0",,"0","1911","265","M","5/19/2021","110","SF District 1","94117"
"SF421558611","SLD","2583 47th Avenue",,"20","SANFRCISCO","$1,195,000","$1,655,000","DU","1381","3","2","0",,"0","1949",,,"7/13/2021","72","SF District 2","94116"
"SF421588309","SLD","4101 21st Street",,"10","SANFRCISCO","$1,195,000","$1,525,000","CO","1142","2","1","0",,"0","1924",,"A","9/24/2021","97","SF District 5","94114 2710"
"SF477909","SLD","177 Townsend Street","1031","103","SANFRCISCO","$1,195,000","$1,385,000","CO","1180","2","2","0",,,"2007","741","M","2/1/2019",,"SF District 9","94107"
"SF421548334","SLD","34 6th Avenue",,"11","SANFRCISCO","$1,195,000","$1,500,000","CO","1467","2","1","1",,"0","1907",,,"8/17/2021","114","SF District 1","94118"
"SF485446","SLD","2 Sparta Street",,"13","SANFRCISCO","$1,195,000","$1,620,000","DE","2826","5","3","0",,"0","1992",,,"7/16/2019","29","SF District 10","94134"
"SF500182","SLD","2631 47th Avenue",,"9","SANFRCISCO","$1,195,000","$1,360,000","DE","1164","3","2","0",,,"1944",,,"8/19/2020",,"SF District 2","94116"
"SF421585425","SLD","49 Pearl Street",,"9","SANFRCISCO","$1,195,000","$1,405,000","CO","0","2","1","1",,"0","1908","260","M","9/22/2021","113","SF District 5","94103"
"SF506733","SLD","721 Rolph Street",,"9","SANFRCISCO","$1,195,000","$1,380,000","DE","2041","4","3","0",,"0","1951",,,"12/1/2020","70","SF District 10","94112"
"SF421534775","SLD","370 De Haro Street","A-8","46","SANFRCISCO","$1,195,000","$1,195,000","CO","1334","1","1","1",,"0","1999","813","M","5/27/2021","22","SF District 9","94103"
"SF484615","SLD","337 Carl Street",,"34","SANFRCISCO","$1,195,000","$1,425,000","CO","1030","2","1","0",,,,"232",,"6/20/2019",,"SF District 5","94117"
"SF421586722","SLD","1590 Golden Gate Avenue","B","13","SANFRCISCO","$1,195,000","$1,571,000","CO","1242","2","2","0",,"0","1991","361","M","9/27/2021","30","SF District 6","94115"
"SF421543948","SLD","85 Cleary Court","8","24","SANFRCISCO","$1,195,000","$1,170,000","CO","1395","3","2","0",,"0","1962","1,092","M","6/25/2021","59","SF District 6","94109"
"SF421521081","SLD","744 Pacheco Street",,"41","SANFRCISCO","$1,195,000","$1,150,000","DU","1075","2","1","0",,"0","1948",,,"4/7/2021","73","SF District 2","94116 1349"
"SF421519789","SLD","649 Anderson Street",,"8","SANFRCISCO","$1,195,000","$1,600,000","DU","1126","3","2","0",,"0","1952",,,"4/2/2021","69","SF District 9","94110"
"SF421586864","SLD","246 2nd Street","706","14","SANFRCISCO","$1,195,000","$1,170,000","CO","1101","2","2","0",,"0","2000","692","M","9/13/2021","21","SF District 9","94105"
"SF480748","SLD","394 Cresta Vista Drive",,"5","SANFRCISCO","$1,195,000","$1,525,000","DE","1250","3","2","0",,,"1959",,,"2/26/2019",,"SF District 4","94127"
"SF498781","SLD","2706 43rd Avenue",,"21","SANFRCISCO","$1,195,000","$1,310,000","DE","1341","3","2","0",,,"1948",,,"7/27/2020",,"SF District 2","94116"
"SF499128","SLD","1390 Fell Street","103","6","SANFRCISCO","$1,195,000","$1,300,000","CO","1077","2","2","0",,,"1981","350",,"8/18/2020",,"SF District 6","94117"
"SF511697","SLD","2040 Sutter Street","207","60","SANFRCISCO","$1,195,000","$1,237,500","CO","986","2","2","0",,"0","1984","715",,"4/2/2021","37","SF District 6","94115"
"SF421584345","SLD","76 Prosper Street",,"16","SANFRCISCO","$1,195,000","$1,355,000","CO","0","2","2","0",,"0","1900","250","M","10/6/2021","121","SF District 5","94114"
"SF501614","SLD","1 Hawthorne Street","15G","144","SANFRCISCO","$1,195,000","$1,100,000","CO","950","1","1","0",,"0","2010","1,211","M","12/21/2020","11","SF District 9","94105"
"SF491539","SLD","451 Kansas Street","380","3","SANFRCISCO","$1,195,000","$1,325,000","CO","973","2","2","0",,,"2007","596","M","10/30/2019",,"SF District 9","94107 2210"
"SF421584455","SLD","112 Arguello Boulevard","5","39","SANFRCISCO","$1,195,000","$1,200,000","CO","0","2","1","0",,"0","1926","379","M","10/5/2021","95","SF District 7","94118"
"SF421545489","SLD","3380 22nd Street","A","10","SANFRCISCO","$1,195,000","$1,350,000","CO","0","2","2","0",,"0","1900","175","M","5/27/2021","121","SF District 5","94110"
"SF421528588","SLD","380 10th Street","27","0","SANFRCISCO","$1,195,000","$1,172,500","CO","1305","2","2","0",,"0","2004","770","M","5/21/2021","17","SF District 9","94103"
"SF421570216","SLD","48 Pope Street",,"14","SANFRCISCO","$1,195,000","$1,500,000","DE","1417","2","2","0",,"0","1928",,,"8/20/2021","93","SF District 10","94112"
"SF494402","SLD","1370 Valencia Street","3","14","SANFRCISCO","$1,195,000","$1,501,000","CO","1175","2","2","0",,,"1986","566","M","3/2/2020",,"SF District 9","94110"
"SF482204","SLD","631 Cayuga Avenue",,"16","SANFRCISCO","$1,195,000","$1,515,000","DU","2060","4","2","0",,,"1936",,,"4/19/2019",,"SF District 10","94112"
"SF500434","SLD","1462 Broadway",,"69","SANFRCISCO","$1,195,000","$1,165,000","DE","1171","2","2","0",,,"1909","572","M","9/23/2020",,"SF District 8","94109"
"SF494122","SLD","565 14th Street","1","0","SANFRCISCO","$1,195,000","$1,350,000","CO",,"2","1","0",,,"1924","394",,"2/6/2020",,"SF District 5","94103"
"SF496201","SLD","1310 Fillmore Street","1001","49","SANFRCISCO","$1,195,000","$1,185,000","CO","1353","2","2","0",,,"2007","883","M","6/26/2020",,"SF District 6","94115"
"SF500604","SLD","743 Filbert Street",,"95","SANFRCISCO","$1,195,000","$1,195,000","CO","1113","2","1","0",,,"1908","290","M","11/10/2020",,"SF District 8","94133"
"SF421518805","SLD","139 Steiner Street","3","9","SANFRCISCO","$1,195,000","$1,653,000","CO","922","3","2","0",,"0","2009","329","M","3/24/2021","12","SF District 6","94117"
"SF508327","SLD","600 Chestnut Street","409","20","SANFRCISCO","$1,195,000","$1,150,000","CO","1291","2","2","0",,,"1995","675",,"12/7/2020",,"SF District 8","94133"
"SF421518603","SLD","2582 46th Avenue",,"8","SANFRCISCO","$1,195,000","$1,700,000","DU","1300","3","2","0",,"0","1942",,,"4/22/2021","79","SF District 2","94116"
"SF482534","SLD","530 Chestnut Street","C201","12","SANFRCISCO","$1,195,000","$1,256,000","CO","1204","2","2","0",,,"2001","751","M","4/19/2019",,"SF District 8","94133"
"SF491668","SLD","1437 South Van Ness",,"31","SANFRCISCO","$1,195,000","$1,300,000","CO","1695","2","1","0",,,,"500","M","11/25/2019",,"SF District 9","94110"
"SF496936","SLD","362 Sanchez Street",,"58","SANFRCISCO","$1,195,000","$1,118,000","CO","1032","2","1","1",,,"1943","360","M","6/22/2020",,"SF District 5","94114"
"SF421528584","SLD","119 Banks Street",,"42","SANFRCISCO","$1,195,000","$1,120,000","DU","800","1","1","0",,"0","1900",,,"5/14/2021","121","SF District 9","94110"
"SF421548315","SLD","20 Belvedere Street",,"13","SANFRCISCO","$1,195,000","$1,325,000","CO","1474","3","1","1",,"0","1910","250","M","6/23/2021","111","SF District 5","94117"
"SF506409","SLD","72 Springfield Drive",,"7","SANFRCISCO","$1,195,000","$1,350,000","DE","1145","2","1","0",,"0","1949",,,"10/22/2020","72","SF District 3","94132"
"SF421539000","SLD","18 Lapidge Street",,"16","SANFRCISCO","$1,195,000","$1,500,000","DE","1083","2","1","0",,"0","1909",,,"5/17/2021","112","SF District 5","94110"
"SF421548600","SLD","1450 Greenwich Street","103","5","SANFRCISCO","$1,195,000","$1,415,000","CO","900","1","1","0",,"0","1928","764","M","5/25/2021","93","SF District 8","94109"
"SF496224","SLD","1711 19th Avenue",,"34","SANFRCISCO","$1,195,000","$1,315,000","TH","1920","2","2","0",,,"2001","270",,"4/17/2020",,"SF District 2","94122"
"SF421551258","SLD","720 York Street","101","6","SANFRCISCO","$1,195,000","$1,320,000","CO","1727","1","1","0",,"0","1999","653","M","6/17/2021","22","SF District 9","94110"
"SF508507","SLD","219 Page Street",,"39","SANFRCISCO","$1,195,000","$1,150,000","CO","1299","3","1","1",,,"1900","200","M","12/15/2020",,"SF District 6","94102"
"SF508242","SLD","140 Carmel Street",,"0","SANFRCISCO","$1,195,000","$1,385,000","CO","1025","2","2","0",,,"1915","188","M","11/9/2020",,"SF District 5","94117"
"SF504706","SLD","26 Naylor Street",,"10","SANFRCISCO","$1,195,000","$1,425,000","DE","1796","3","1","1",,,"1923",,,"11/20/2020",,"SF District 10","94112"
"SF504476","SLD","1736 Hayes Street",,"7","SANFRCISCO","$1,195,000","$1,435,000","CO","1264","2","1","0",,,"1914","255",,"11/18/2020",,"SF District 6","94117"
"SF495705","SLD","520 6th Street","15","9","SANFRCISCO","$1,195,000","$1,310,000","CO","1569","2","2","0",,"0","2001","688","M","4/1/2020","20","SF District 9","94103"
"SF421553684","SLD","1310 Greenwich Street","202","34","SANFRCISCO","$1,195,000","$1,250,000","CO","0","2","1","0",,"0","1924","592","M","7/7/2021","97","SF District 8","94109"
"SF495926","SLD","167 7th Avenue",,"12","SANFRCISCO","$1,195,000","$1,425,000","CO","1336","3","1","1",,,"1908",,,"4/17/2020",,"SF District 1","94118"
"SF421541790","SLD","177 Townsend Street","925","3","SANFRCISCO","$1,195,000","$1,300,000","CO","0","2","2","0",,"0","2007","790","M","6/28/2021","14","SF District 9","94107"
"SF421516425","SLD","181 27th Street",,"16","SANFRCISCO","$1,195,000","$1,195,000","CO","1334","2","1","0",,"0","1890","250","M","3/2/2021","131","SF District 5","94110"
