,MLS No,Status,Address,Unit,DOM,City,LP,SP,BT,SqFt,BR,Bth,Gar,GarSp,YrBlt,HOA Fee,Freq,Closing Date,Age,Area,Zip
4526,ML81804537,SLD,455 Navaro Way,111,42,SAN JOSE,"$749,888","$750,000",CO,1134,1,1,Y,1.0,1991.0,334,M,11/2/2020,29.0,Alviso (Santa Clara County),95134
4527,ML81742894,SLD,745 Modern Ice Drive,,5,SAN JOSE,"$749,888","$810,000",CO,1288,2,2,Y,2.0,2009.0,222,,4/11/2019,10.0,Central San Jose,95112
4528,ML81830285,SLD,3849 Jasmine Circle,,3,SAN JOSE,"$749,888","$800,000",CO,1037,2,2,Y,1.0,1999.0,250,M,3/22/2021,22.0,Evergreen,95135
4529,ML81833346,SLD,4753 Lyric Lane,,11,SAN JOSE,"$749,888","$820,000",DE,1137,3,2,Y,2.0,1958.0,,,4/2/2021,63.0,South San Jose,95111
4530,ML81820103,SLD,525 Quailbrook Court,,81,SAN JOSE,"$749,888","$749,000",CO,1242,2,2,Y,1.0,1991.0,521,,3/2/2021,29.0,Central San Jose,95110
4531,ML81775027,SLD,437 E Empire Street,,13,SAN JOSE,"$749,888","$920,000",DE,1316,4,2,,0.0,1901.0,,,1/10/2020,118.0,Central San Jose,95112
4532,ML81730822,SLD,1317 Park Pleasant Circle,,70,SAN JOSE,"$749,888","$756,000",DE,1143,3,2,Y,2.0,1965.0,,,3/27/2019,53.0,Alum Rock,95127
4533,40921651,SLD,514 S 22,,3,SAN JOSE,"$749,888","$799,880",CO,1444,3,3,Y,2.0,2014.0,240,M,10/22/2020,6.0,Santa Clara County,95116
4534,40878051,SLD,5027 Broken Arrow,,22,SAN JOSE,"$749,888","$740,000",TH,1452,3,2,Y,2.0,1985.0,359,M,10/24/2019,34.0,Santa Clara County,95136
4535,ML81764381,SLD,5027 Broken Arrow Drive,,22,SAN JOSE,"$749,888","$740,000",TH,1452,3,2,Y,2.0,1986.0,359,M,10/24/2019,33.0,Blossom Valley,95136
4536,ML81844536,SLD,4301 Alum Rock Avenue,,7,SAN JOSE,"$749,900","$850,000",DE,946,2,1,Y,1.0,1920.0,,,7/2/2021,101.0,Alum Rock,95127
4537,ML81802250,SLD,3228 Lake Albano Circle,,27,SAN JOSE,"$749,900","$749,900",TH,1776,3,2,Y,2.0,1985.0,"1,161",M,9/29/2020,35.0,Evergreen,95135
4538,ML81855822,SLD,1298 Plum Street,,32,SAN JOSE,"$749,900","$750,000",DE,1250,2,1,Y,2.0,1925.0,,,10/1/2021,96.0,Central San Jose,95110
4539,ML81776168,SLD,2245 Bikini Avenue,,18,SAN JOSE,"$749,900","$800,000",DE,1490,5,2,Y,2.0,1978.0,,,1/8/2020,41.0,South San Jose,95122
4540,ML81815350,SLD,1847 Vollmer Way,,7,SAN JOSE,"$749,900","$755,000",DE,1109,3,1,,0.0,1947.0,,,12/31/2020,73.0,Alum Rock,95116
4541,ML81800411,SLD,2027 Inman Way,,14,SAN JOSE,"$749,900","$770,000",DE,1393,4,2,,0.0,1960.0,,,9/30/2020,60.0,Alum Rock,95122
4542,ML81736697,SLD,5018 Gazania Drive,,6,SAN JOSE,"$749,900","$800,000",DE,1652,4,2,Y,2.0,1976.0,,,2/22/2019,43.0,South San Jose,95111
4543,ML81791399,SLD,1883 Mountain Creek Court,,35,SAN JOSE,"$749,900","$750,000",CO,1720,3,2,Y,2.0,1981.0,420,,8/5/2020,39.0,Alum Rock,95148
4544,40884424,SLD,4674 Tango Way,,14,SAN JOSE,"$749,900","$775,000",DE,1137,3,2,Y,2.0,1958.0,,,11/1/2019,61.0,Santa Clara County,95111
4545,ML81807926,SLD,2741 Lavender Terrace,,12,SAN JOSE,"$749,900","$742,000",CO,1405,2,2,Y,2.0,2010.0,234,,10/23/2020,10.0,South San Jose,95111
4546,ML81770943,SLD,4674 Tango Way,,14,SAN JOSE,"$749,900","$775,000",DE,1137,3,2,Y,2.0,1958.0,,,11/1/2019,61.0,South San Jose,95111
4547,ML81843626,SLD,4750 Durango River Court,,15,SAN JOSE,"$749,900","$720,000",CO,1104,3,2,Y,2.0,1977.0,382,M,6/28/2021,44.0,Blossom Valley,95136
4548,ML81774985,SLD,3079 Durant Avenue,,32,SAN JOSE,"$749,900","$725,517",DE,1241,4,2,Y,2.0,1960.0,,,2/14/2020,59.0,South San Jose,95111
4549,ML81758037,SLD,1760 Loyola Drive,,21,SAN JOSE,"$749,900","$750,000",DE,1040,3,2,Y,2.0,1959.0,,,8/9/2019,60.0,Alum Rock,95122
4550,ML81766370,SLD,537 Manhattan Place,,27,SAN JOSE,"$749,900","$750,000",CO,1443,3,3,Y,2.0,1997.0,297,,10/22/2019,22.0,South San Jose,95136
4551,ML81854433,SLD,8346 Riesling Way,,7,SAN JOSE,"$749,950","$767,700",CO,1497,2,2,Y,1.0,1978.0,999,M,8/16/2021,43.0,Evergreen,95135
4552,ML81782935,SLD,1871 Huxley Court,,4,SAN JOSE,"$749,950","$765,000",CO,1071,2,2,Y,1.0,1984.0,467,,4/2/2020,36.0,Campbell,95125
4553,ML81842676,SLD,356 Adeline Avenue,,34,SAN JOSE,"$749,950","$785,000",CO,1250,2,1,Y,1.0,2003.0,211,M,7/28/2021,18.0,South San Jose,95136
4554,ML81784648,SLD,1895 Huxley Court,,7,SAN JOSE,"$749,950","$785,000",TH,1004,2,1,Y,1.0,1984.0,455,,3/26/2020,36.0,Campbell,95125
4555,ML81814478,SLD,1441 Bal Harbor Way,,4,SAN JOSE,"$749,950","$739,000",DE,910,3,1,Y,1.0,1959.0,,,10/30/2020,61.0,Alum Rock,95122
4556,ML81781570,SLD,1173 Creston Lane,,6,SAN JOSE,"$749,950","$825,000",DE,1068,3,2,Y,2.0,1979.0,,,3/13/2020,41.0,South San Jose,95122
4557,ML81764967,SLD,321 La Pala Drive,,51,SAN JOSE,"$749,950","$745,000",DE,1287,3,2,Y,2.0,1974.0,,,11/7/2019,45.0,Berryessa,95127
4558,ML81752989,SLD,393 Englert Court,,0,SAN JOSE,"$749,950","$627,500",TH,1404,3,2,Y,1.0,1981.0,330,,5/21/2019,38.0,Berryessa,95133
4559,ML81854616,SLD,1656 Braddock Court,,33,SAN JOSE,"$749,950","$732,875",CO,995,2,2,Y,1.0,1984.0,456,,9/23/2021,37.0,Campbell,95125
4560,ML81763857,SLD,4621 Symphony Lane,,61,SAN JOSE,"$749,950","$765,000",DE,1137,3,2,Y,2.0,1958.0,,,10/29/2019,61.0,South San Jose,95111
4561,ML81765137,SLD,4072 Rose Avenue,,14,SAN JOSE,"$749,950","$760,000",DE,1043,3,1,Y,2.0,1945.0,,,10/31/2019,74.0,Alum Rock,95127
4562,ML81725475,SLD,2111 Panama Avenue,,185,SAN JOSE,"$749,950","$810,000",DE,1500,5,3,,0.0,1960.0,,,8/27/2019,58.0,Alum Rock,95122
4563,ML81754577,SLD,1531 Mount Hamilton View Drive,,13,SAN JOSE,"$749,950","$750,000",DE,1198,3,1,Y,1.0,1936.0,,,7/5/2019,83.0,Alum Rock,95116
4564,ML81854307,SLD,1724 Braddock Court,,3,SAN JOSE,"$749,950","$770,000",CO,1021,2,2,Y,1.0,1984.0,456,M,9/24/2021,37.0,Campbell,95125
4565,ML81803797,SLD,128 Bernal Road,,50,SAN JOSE,"$749,950","$740,000",DE,960,2,2,Y,2.0,1970.0,57,M,10/14/2020,50.0,Santa Teresa,95119
4566,ML81784572,SLD,7506 Deveron Court,,110,SAN JOSE,"$749,950","$725,000",CO,1751,2,2,Y,2.0,1988.0,873,,7/1/2020,32.0,Evergreen,95135
4567,ML81832925,SLD,516 S Almaden Avenue,,21,SAN JOSE,"$749,950","$750,000",DE,855,2,1,Y,1.0,1900.0,,,4/27/2021,121.0,Central San Jose,95110
4568,ML81765929,SLD,1116 Silver Oak Court,,51,SAN JOSE,"$749,950","$775,000",TH,1299,2,2,Y,2.0,1975.0,508,,11/7/2019,44.0,Almaden Valley,95120
4569,ML81758521,SLD,2064 Nottoway Avenue,,14,SAN JOSE,"$749,950","$808,000",DE,1499,4,2,Y,2.0,1978.0,,,8/7/2019,41.0,Alum Rock,95116
4570,ML81752822,SLD,3179 Durant Avenue,,64,SAN JOSE,"$749,950","$750,000",DE,1672,4,3,Y,2.0,1960.0,,,8/21/2019,59.0,South San Jose,95111
4571,ML81813626,SLD,3407 Joanne Avenue,,18,SAN JOSE,"$749,950","$785,000",DE,1006,3,1,Y,2.0,1954.0,,,12/15/2020,66.0,Berryessa,95127
4572,ML81862356,SLD,130 Baroni Avenue,19,7,SAN JOSE,"$749,988","$825,000",TH,1482,3,2,Y,2.0,1981.0,390,,10/4/2021,40.0,Blossom Valley,95136
4573,ML81740753,SLD,1375 Lick Avenue,929,7,SAN JOSE,"$749,990","$768,000",CO,1075,2,2,Y,2.0,2009.0,440,,4/18/2019,10.0,Central San Jose,95110
4574,ML81744410,SLD,5838 Lake Crowley Place,,20,SAN JOSE,"$749,995","$740,000",TH,1205,3,2,Y,1.0,1988.0,461,,5/29/2019,31.0,Blossom Valley,95123
4575,ML81759075,SLD,285 E Saint James Street,1,24,SAN JOSE,"$749,999","$749,000",TH,1450,2,1,,0.0,1889.0,,,8/29/2019,130.0,Central San Jose,95112
4576,ML81757549,SLD,398 Jai Drive,,61,SAN JOSE,"$749,999","$758,500",DE,1076,2,2,Y,2.0,1970.0,,,9/18/2019,49.0,Santa Teresa,95119
4577,ML81773066,SLD,3899 Marfrance Drive,,3,SAN JOSE,"$749,999","$800,000",DE,1220,3,2,Y,2.0,1975.0,,,11/18/2019,44.0,South San Jose,95121
4578,ML81758649,SLD,7389 Pawtucket Way,,4,SAN JOSE,"$749,999","$775,000",DE,1822,4,3,Y,2.0,1972.0,,,7/17/2019,47.0,Santa Teresa,95139
4579,ML81745130,SLD,8799 Grape Wagon Circle,,30,SAN JOSE,"$749,999","$725,000",CO,1415,2,2,Y,2.0,1995.0,864,,6/11/2019,24.0,Evergreen,95135
4580,ML81739740,SLD,25 S 3rd Street,205,64,SAN JOSE,"$749,999","$708,000",CO,1195,2,2,Y,2.0,2007.0,526,,5/17/2019,12.0,Central San Jose,95113
4581,ML81822266,SLD,10558 Emilie Drive,,10,SAN JOSE,"$749,999","$825,000",DE,1262,3,1,Y,2.0,1951.0,,,1/14/2021,69.0,Alum Rock,95127
4582,ML81852758,SLD,2630 Mozart,,7,SAN JOSE,"$749,999","$850,000",DE,1043,3,1,Y,1.0,1960.0,,,8/16/2021,61.0,Evergreen,95122
4583,ML81806795,SLD,967 Pavilion Loop,,5,SAN JOSE,"$749,999","$750,000",CO,1224,3,2,Y,2.0,2007.0,231,M,10/6/2020,13.0,Central San Jose,95112
4584,ML81800177,SLD,1124 Pandolfi Place,,25,SAN JOSE,"$749,999","$745,000",TH,1320,4,1,Y,2.0,1971.0,283,,8/26/2020,49.0,Berryessa,95131
4585,ML81752252,SLD,593 Toyon Avenue,,15,SAN JOSE,"$749,999","$825,000",DE,1554,4,2,Y,2.0,1973.0,,,7/3/2019,46.0,Berryessa,95127
4586,ML81854743,SLD,2300 Olivegate Lane,,5,SAN JOSE,"$749,999","$805,000",TH,1296,3,1,,0.0,1977.0,370,M,8/26/2021,44.0,Blossom Valley,95136
4587,ML81806352,SLD,390 N 9th Street,,4,SAN JOSE,"$749,999","$825,000",DE,1108,2,1,,0.0,1904.0,,,10/30/2020,116.0,Central San Jose,95112
4588,ML81827612,SLD,7135 Rainbow Drive,3,11,SAN JOSE,"$749,999","$760,000",CO,700,1,1,,0.0,1964.0,451,,3/11/2021,57.0,Cupertino,95129
4589,ML81786785,SLD,3157 Regency Avenue,612,6,SAN JOSE,"$749,999","$795,000",CO,1282,3,2,Y,2.0,2000.0,265,,4/30/2020,20.0,South San Jose,95136
4590,ML81766379,SLD,2959 Ridgemont Drive,,31,SAN JOSE,"$749,999","$750,000",DE,1353,4,2,Y,2.0,1971.0,,,10/29/2019,48.0,Alum Rock,95127
4591,ML81809672,SLD,1767 Foley Avenue,,150,SAN JOSE,"$749,999","$870,000",DE,1482,5,3,,0.0,1959.0,,,3/17/2021,61.0,Alum Rock,95122
4592,ML81786392,SLD,133 Azucar Avenue,,6,SAN JOSE,"$749,999","$785,000",DE,1472,3,2,Y,2.0,1960.0,,,4/20/2020,60.0,South San Jose,95111
4593,40922024,SLD,1445 Fruitdale Ave,309,74,SAN JOSE,"$749,999","$725,000",CO,1170,2,2,Y,2.0,2008.0,410,M,1/5/2021,13.0,Santa Clara County,95128
4594,ML81736694,SLD,358 Blossom Hill Road,,7,SAN JOSE,"$749,999","$785,000",DE,983,2,1,Y,2.0,1977.0,,,3/4/2019,42.0,Blossom Valley,95123
4595,40930174,SLD,569 N 9th St.,,14,SAN JOSE,"$749,999","$880,000",TH,1280,2,2,Y,2.0,2003.0,299,M,1/27/2021,18.0,Santa Clara County,95112
4596,ML81808693,SLD,611 Marble Arch Avenue,,5,SAN JOSE,"$749,999","$765,000",TH,1104,2,2,Y,2.0,2000.0,265,M,10/29/2020,20.0,South San Jose,95136
4597,ML81805692,SLD,130 Maro Drive,,9,SAN JOSE,"$749,999","$840,000",DE,1024,2,1,Y,2.0,1947.0,,,9/16/2020,73.0,Alum Rock,95127
4598,ML81802343,SLD,1458 Pomona Avenue,,104,SAN JOSE,"$749,999","$765,000",DE,980,3,1,Y,1.0,1954.0,,,10/31/2020,66.0,Central San Jose,95110
4599,ML81855843,SLD,3170 Regency Avenue,,8,SAN JOSE,"$749,999","$810,000",TH,1057,2,2,Y,2.0,2000.0,275,M,8/30/2021,21.0,South San Jose,95136
4600,ML81756349,SLD,1510 Orangewood Drive,,11,SAN JOSE,"$749,999","$810,000",DE,1286,3,2,Y,2.0,1979.0,,,7/23/2019,40.0,Evergreen,95121
4601,ML81779140,SLD,6968 Polvadero Drive,,4,SAN JOSE,"$749,999","$812,000",DE,1014,2,1,Y,2.0,1970.0,,,2/3/2020,50.0,Santa Teresa,95119
4602,ML81759432,SLD,809 Auzerais Avenue,142,116,SAN JOSE,"$750,000","$750,000",CO,1229,2,2,Y,2.0,2008.0,466,,12/3/2019,11.0,Central San Jose,95126
4603,ML81833429,SLD,2066 Folle Blanche Drive,,20,SAN JOSE,"$750,000","$735,000",CO,1629,2,2,Y,2.0,1998.0,818,M,4/15/2021,23.0,Evergreen,95135
4604,ML81763175,SLD,476 Los Pinos Way,,3,SAN JOSE,"$750,000","$825,000",DE,2186,4,2,Y,2.0,1969.0,,,8/16/2019,50.0,Blossom Valley,95123
4605,ML81817137,SLD,25 S 3rd Street,207,42,SAN JOSE,"$750,000","$695,000",CO,1200,2,2,Y,2.0,2007.0,529,M,1/8/2021,13.0,Central San Jose,95113
4606,ML81730386,SLD,2203 Winepol Loop,,190,SAN JOSE,"$750,000","$740,000",CO,1144,2,2,Y,2.0,2005.0,250,,6/14/2019,13.0,South San Jose,95125
4607,ML81839220,SLD,530 War Admiral Avenue,,8,SAN JOSE,"$750,000","$850,000",DE,1120,3,2,Y,2.0,1961.0,,,6/28/2021,60.0,South San Jose,95111
4608,40898943,SLD,11967 Gridley St,,50,SAN JOSE,"$750,000","$722,000",DE,848,2,1,Y,1.0,2020.0,,,5/22/2020,0.0,Santa Clara County,95127
4609,ML81824509,SLD,823 Locust Street,,0,SAN JOSE,"$750,000","$750,000",DE,1320,2,1,,0.0,1900.0,,,1/4/2021,121.0,Central San Jose,95110
4610,ML81733246,SLD,7446 Tulare Hill Drive,,7,SAN JOSE,"$750,000","$785,000",TH,1655,3,2,Y,2.0,1982.0,445,,1/2/2019,36.0,Santa Teresa,95139
4611,ML81856032,SLD,2968 Moorpark Avenue,13,9,SAN JOSE,"$750,000","$765,000",CO,1006,2,2,,0.0,1991.0,400,M,9/10/2021,30.0,Campbell,95128
4612,ML81808488,SLD,1777 Minas De Oro,,9,SAN JOSE,"$750,000","$777,000",DE,1005,3,2,Y,2.0,1980.0,,,10/26/2020,40.0,Alum Rock,95116
4613,ML81853714,SLD,8506 Grenache Court,,6,SAN JOSE,"$750,000","$760,000",CO,1497,2,2,Y,1.0,1978.0,926,M,7/30/2021,43.0,Evergreen,95135
4614,ML81854002,SLD,8425 Beaujolais Court,,1,SAN JOSE,"$750,000","$738,000",CO,1370,2,2,Y,2.0,1978.0,"1,043",M,7/15/2021,43.0,Evergreen,95135
4615,ML81745623,SLD,2752 Eulalie Drive,,49,SAN JOSE,"$750,000","$757,000",DE,1418,4,2,Y,2.0,1967.0,,,8/2/2019,52.0,South San Jose,95121
4616,ML81730692,SLD,1116 Waterton Lane,,0,SAN JOSE,"$750,000","$750,000",TH,1444,2,2,Y,2.0,1979.0,350,,1/2/2019,39.0,Berryessa,95131
4617,ML81782916,SLD,2025 Foxhall Loop,,0,SAN JOSE,"$750,000","$765,000",CO,1004,2,1,Y,2.0,1984.0,455,,3/12/2020,36.0,Campbell,95125
4618,ML81840205,SLD,2968 Moorpark Avenue,17,7,SAN JOSE,"$750,000","$710,000",CO,966,2,2,,0.0,1991.0,400,,5/21/2021,30.0,Campbell,95128
4619,ML81849978,SLD,3354 Midtown Place,,47,SAN JOSE,"$750,000","$755,000",CO,1285,2,2,Y,2.0,1997.0,340,M,9/9/2021,24.0,Blossom Valley,95136
4620,ML81747350,SLD,2094 Lavonne Avenue,,17,SAN JOSE,"$750,000","$770,000",DE,1316,4,2,Y,2.0,1979.0,,,6/4/2019,40.0,Alum Rock,95116
4621,ML81799881,SLD,1399 S Winchester Boulevard,207,138,SAN JOSE,"$750,000","$750,000",CO,1382,2,2,Y,2.0,2007.0,411,M,12/18/2020,13.0,Campbell,95128
4622,ML81774419,SLD,496 Baltic Way,,55,SAN JOSE,"$750,000","$745,000",DE,1529,3,1,Y,2.0,1959.0,,,1/17/2020,60.0,South San Jose,95111
4623,ML81813551,SLD,2801 El Monte Way,,6,SAN JOSE,"$750,000","$830,000",DE,1088,3,1,Y,2.0,1972.0,,,11/5/2020,48.0,Alum Rock,95127
4624,ML81821687,SLD,1961 Sumatra Avenue,,7,SAN JOSE,"$750,000","$780,000",DE,1140,3,1,Y,2.0,1964.0,,,1/5/2021,56.0,Alum Rock,95122
4625,ML81767525,SLD,2768 Woodmoor Drive,,143,SAN JOSE,"$750,000","$755,000",DE,1040,3,2,Y,2.0,1960.0,,,1/23/2020,59.0,Alum Rock,95127
4626,ML81823781,SLD,334 Santana Row,243,0,SAN JOSE,"$750,000","$750,000",CO,736,1,1,Y,2.0,2002.0,499,,12/19/2020,18.0,Campbell,95128
4627,ML81729047,SLD,892 Turley Drive,,142,SAN JOSE,"$750,000","$730,000",DE,1096,3,2,Y,2.0,1964.0,,,5/24/2019,54.0,Alum Rock,95116
4628,ML81845840,SLD,976 Pavilion Loop,,0,SAN JOSE,"$750,000","$769,000",TH,1024,2,2,Y,2.0,2007.0,222,M,7/8/2021,14.0,Central San Jose,95112
4629,ML81834245,SLD,38 N Almaden Boulevard,1205,55,SAN JOSE,"$750,000","$740,000",CO,956,1,1,Y,1.0,2008.0,540,,6/9/2021,13.0,Central San Jose,95110
4630,ML81791443,SLD,8616 Vineyard Ridge Court,,148,SAN JOSE,"$750,000","$700,000",CO,1582,2,2,Y,2.0,1994.0,"1,002",M,10/29/2020,26.0,Evergreen,95135
4631,ML81741332,SLD,848 S Jackson Avenue,,28,SAN JOSE,"$750,000","$737,500",DE,1120,3,2,Y,2.0,1959.0,,,4/30/2019,60.0,Alum Rock,95116
4632,ML81737144,SLD,4070 Sacramento Avenue,,18,SAN JOSE,"$750,000","$740,000",DE,1070,3,2,Y,2.0,1975.0,,,2/28/2019,44.0,South San Jose,95111
4633,ML81734822,SLD,3109 Cedarcrest Lane,,9,SAN JOSE,"$750,000","$750,000",TH,1240,3,1,Y,2.0,1976.0,340,,2/19/2019,43.0,Berryessa,95132
4634,ML81774518,SLD,3581 San Felipe Road,,18,SAN JOSE,"$750,000","$710,000",DE,808,3,2,,0.0,1953.0,,,11/26/2019,66.0,Evergreen,95135
4635,ML81806269,SLD,1454 Glenpine Drive,,12,SAN JOSE,"$750,000","$755,000",TH,1008,2,1,,0.0,1971.0,408,M,9/29/2020,49.0,Willow Glen,95125
4636,ML81772982,SLD,3399 Mount Vista Drive,,78,SAN JOSE,"$750,000","$730,000",DE,1198,3,2,Y,2.0,1960.0,,,2/14/2020,59.0,Alum Rock,95127
4637,ML81785153,SLD,3151 Payne Avenue,10,201,SAN JOSE,"$750,000","$720,000",TH,1300,2,2,Y,1.0,1976.0,300,,12/14/2020,44.0,Campbell,95117
4638,ML81782417,SLD,145 Wabash Avenue,,5,SAN JOSE,"$750,000","$855,000",DE,1138,3,1,Y,1.0,1905.0,,,3/2/2020,115.0,Central San Jose,95128
4639,ML81778602,SLD,345 Esfahan Court,,7,SAN JOSE,"$750,000","$770,000",TH,1347,2,2,Y,2.0,2011.0,228,,2/28/2020,9.0,South San Jose,95111
4640,ML81850260,SLD,411 Park Avenue,331,0,SAN JOSE,"$750,000","$660,000",CO,1013,2,2,Y,2.0,1987.0,210,,6/22/2021,34.0,Central San Jose,95110
4641,ML81803241,SLD,483 Valroy Court,,0,SAN JOSE,"$750,000","$800,000",DE,1562,4,2,Y,2.0,1971.0,,,8/11/2020,49.0,Blossom Valley,95123
4642,ML81778521,SLD,1573 Havana Drive,,11,SAN JOSE,"$750,000","$750,000",DE,1040,3,2,Y,1.0,1959.0,,,2/11/2020,61.0,Alum Rock,95122
4643,ML81761855,SLD,3411 Blue Mountain Drive,,9,SAN JOSE,"$750,000","$800,000",DE,1271,3,2,Y,2.0,1961.0,,,8/23/2019,58.0,Alum Rock,95127
4644,ML81747505,SLD,2102 Kennedy Avenue,,133,SAN JOSE,"$750,000","$765,000",DE,2399,4,3,Y,2.0,1961.0,,,10/11/2019,58.0,Alum Rock,95122
4645,ML81764819,SLD,2264 Lanai Avenue,,38,SAN JOSE,"$750,000","$750,000",DE,1113,3,2,Y,2.0,1962.0,,,10/23/2019,57.0,Evergreen,95122
4646,ML81746297,SLD,2333 Palmira Way,,17,SAN JOSE,"$750,000","$785,000",DE,1533,4,3,Y,2.0,1965.0,,,6/11/2019,54.0,Evergreen,95122
4647,ML81823338,SLD,3014 Moonstar Court,,7,SAN JOSE,"$750,000","$810,000",DE,1182,4,2,Y,2.0,1975.0,,,1/6/2021,45.0,Alum Rock,95148
4648,ML81735153,SLD,1344 Sandalwood Court,,7,SAN JOSE,"$750,000","$765,500",DE,1145,3,2,Y,2.0,1957.0,,,3/13/2019,62.0,Alum Rock,95127
4649,SF421536017,SLD,88 San Fernando None,1910,57,SAN JOSE,"$750,000","$738,000",CO,889,1,1,,0.0,,774,M,7/19/2021,,San Jose,95113
4650,ML81793541,SLD,3810 Cas Drive,,5,SAN JOSE,"$750,000","$775,000",DE,1113,3,2,Y,2.0,1959.0,,,6/29/2020,61.0,South San Jose,95111
4651,ML81819455,SLD,1290 Tea Rose Circle,,11,SAN JOSE,"$750,000","$767,000",CO,1157,2,2,Y,1.0,1993.0,265,M,12/11/2020,27.0,Berryessa,95131
4652,ML81757731,SLD,3418 Avernus Court,,167,SAN JOSE,"$750,000","$740,000",CO,1457,2,2,Y,2.0,1985.0,941,,11/27/2019,34.0,Evergreen,95135
4653,ML81793536,SLD,465 Casselino Drive,,32,SAN JOSE,"$750,000","$740,000",CO,1104,2,2,Y,2.0,2004.0,190,,7/16/2020,16.0,South San Jose,95136
4654,ML81741498,SLD,1657 Parkview Green Circle,,6,SAN JOSE,"$750,000","$768,000",CO,940,2,1,Y,1.0,1988.0,359,,5/3/2019,31.0,Berryessa,95131
4655,ML81846554,SLD,331 Fleming Avenue,,8,SAN JOSE,"$750,000","$865,000",DE,1289,3,1,Y,2.0,1951.0,,,6/22/2021,70.0,Alum Rock,95127
4656,ML81787785,SLD,1375 Lick Avenue,1021,0,SAN JOSE,"$750,000","$750,000",CO,1075,2,2,Y,2.0,2009.0,485,,3/24/2020,11.0,Central San Jose,95110
4657,ML81731439,SLD,1741 Braddock Court,,81,SAN JOSE,"$750,000","$740,000",CO,995,2,2,Y,1.0,1984.0,434,M,3/5/2019,34.0,Campbell,95125
4658,ML81730119,SLD,2322 Tolbert Court,,65,SAN JOSE,"$750,000","$710,000",DE,1007,3,2,Y,2.0,1978.0,,,2/5/2019,40.0,Evergreen,95122
4659,ML81729960,SLD,350 N 2nd Street,116,60,SAN JOSE,"$750,000","$715,000",CO,1135,2,2,Y,1.0,2005.0,525,,1/22/2019,13.0,Central San Jose,95112
4660,ML81760237,SLD,5450 Fairway Drive,,7,SAN JOSE,"$750,000","$719,589",DE,1320,3,1,Y,1.0,1952.0,,,8/22/2019,67.0,Berryessa,95127
4661,ML81818214,SLD,1504 Rhinecliff Way,,18,SAN JOSE,"$750,000","$740,000",TH,900,2,1,Y,2.0,1977.0,375,,12/18/2020,43.0,Central San Jose,95126
4662,ML81772016,SLD,935 Melbourne Boulevard,,14,SAN JOSE,"$750,000","$780,000",DE,1354,4,2,Y,2.0,1954.0,,,11/18/2019,65.0,South San Jose,95116
4663,ML81788722,SLD,1515 Rhinecliff Way,,11,SAN JOSE,"$750,000","$765,000",CO,900,2,1,Y,2.0,1977.0,375,,5/14/2020,43.0,Central San Jose,95126
4664,ML81830496,SLD,476 Leigh Avenue,,5,SAN JOSE,"$750,000","$950,000",DE,813,2,2,,0.0,1914.0,,,3/2/2021,107.0,Central San Jose,95128
4665,ML81841389,SLD,88 E San Fernando Street,1910,57,SAN JOSE,"$750,000","$738,000",CO,889,1,1,Y,1.0,2008.0,774,M,7/19/2021,13.0,Central San Jose,95113
4666,ML81756498,SLD,2627 Bambi Lane,,35,SAN JOSE,"$750,000","$755,000",DE,1242,4,2,Y,2.0,1959.0,,,8/19/2019,60.0,Alum Rock,95116
4667,ML81743675,SLD,7403 Tulare Hill Drive,,6,SAN JOSE,"$750,000","$770,000",TH,1655,3,2,Y,2.0,1982.0,450,,4/17/2019,37.0,Santa Teresa,95139
4668,ML81734709,SLD,298 Russo Commons,,60,SAN JOSE,"$750,000","$725,000",TH,1547,3,2,Y,2.0,2006.0,300,M,4/5/2019,13.0,Alum Rock,95127
4669,ML81758776,SLD,374 Via Primavera Drive,,129,SAN JOSE,"$750,000","$735,000",DE,1594,3,3,Y,2.0,1986.0,140,,11/22/2019,33.0,South San Jose,95111
4670,ML81726228,SLD,5525 Great Oaks Parkway,,127,SAN JOSE,"$750,000","$820,000",TH,1531,3,3,Y,2.0,2017.0,188,,3/8/2019,1.0,Santa Teresa,95123
4671,ML81834649,SLD,10160 Lyndale Avenue,,6,SAN JOSE,"$750,000","$787,500",DE,840,2,1,Y,1.0,1953.0,,,5/25/2021,68.0,Alum Rock,95127
4672,ML81728653,SLD,16 Fortrose Court,,125,SAN JOSE,"$750,000","$740,000",DE,792,2,1,Y,2.0,1972.0,,,3/22/2019,46.0,Santa Teresa,95139
4673,ML81759190,SLD,290 S 20th Street,,51,SAN JOSE,"$750,000","$697,125",DE,1621,3,2,,0.0,1925.0,,,9/9/2019,94.0,Central San Jose,95116
4674,ML81794207,SLD,10273 Singleton Road,,14,SAN JOSE,"$750,000","$755,000",DE,1118,3,2,Y,2.0,1951.0,,,7/17/2020,69.0,South San Jose,95111
4675,ML81798994,SLD,1425 Stahl Street,,10,SAN JOSE,"$750,000","$775,000",DE,1150,3,2,Y,2.0,1959.0,,,11/16/2020,61.0,Alum Rock,95122
4676,ML81785518,SLD,216 S 20th Street,,8,SAN JOSE,"$750,000","$805,000",DE,1168,4,1,,0.0,1915.0,,,4/15/2020,105.0,Central San Jose,95116
4677,ML81824417,SLD,1143 Holly Hill Drive,,17,SAN JOSE,"$750,000","$885,000",DE,1201,3,2,Y,2.0,1960.0,,,2/23/2021,61.0,South San Jose,95122
